x	y	key	tooltip	clickSelects	showSelected1
-1.63736426867736	-1.63736426867736	5	fold 5 featureless=-1.637 rpart=-1.637	5	constant hard 316
-1.74483433067557	-1.66915160731859	6	fold 6 featureless=-1.745 rpart=-1.669	6	constant hard 316
-1.6060478502912	-1.59730570501697	1	fold 1 featureless=-1.606 rpart=-1.597	1	constant hard 562
-1.66084957288898	-1.66084957288898	2	fold 2 featureless=-1.661 rpart=-1.661	2	constant hard 562
-1.65516558790323	-1.65516558790323	3	fold 3 featureless=-1.655 rpart=-1.655	3	constant hard 562
-1.59175293523617	-1.59175293523617	4	fold 4 featureless=-1.592 rpart=-1.592	4	constant hard 562
-1.63158452051301	-1.63158452051301	5	fold 5 featureless=-1.632 rpart=-1.632	5	constant hard 562
-1.74148282256104	-1.74148282256104	6	fold 6 featureless=-1.741 rpart=-1.741	6	constant hard 562
-1.60761993738621	-1.60761993738621	1	fold 1 featureless=-1.608 rpart=-1.608	1	constant hard 1000
-1.6585211855201	-1.6585211855201	2	fold 2 featureless=-1.659 rpart=-1.659	2	constant hard 1000
-1.65494243123399	-1.65494243123399	3	fold 3 featureless=-1.655 rpart=-1.655	3	constant hard 1000
-1.58877679750862	-1.58877679750862	4	fold 4 featureless=-1.589 rpart=-1.589	4	constant hard 1000
-1.63412957754038	-1.63412957754038	5	fold 5 featureless=-1.634 rpart=-1.634	5	constant hard 1000
-1.74427119379823	-1.74427119379823	6	fold 6 featureless=-1.744 rpart=-1.744	6	constant hard 1000
-1.51968204038118	-1.51968204038118	1	fold 1 featureless=-1.520 rpart=-1.520	1	constant impossible 10
-1.57605212786543	-1.57605212786543	2	fold 2 featureless=-1.576 rpart=-1.576	2	constant impossible 10
-1.46799904109544	-1.46799904109544	3	fold 3 featureless=-1.468 rpart=-1.468	3	constant impossible 10
-1.468944536562	-1.468944536562	4	fold 4 featureless=-1.469 rpart=-1.469	4	constant impossible 10
-1.47225053805153	-1.47225053805153	5	fold 5 featureless=-1.472 rpart=-1.472	5	constant impossible 10
-1.55311467688662	-1.55311467688662	6	fold 6 featureless=-1.553 rpart=-1.553	6	constant impossible 10
-1.52081555343287	-1.52081555343287	1	fold 1 featureless=-1.521 rpart=-1.521	1	constant impossible 18
-1.58955973832175	-1.58955973832175	2	fold 2 featureless=-1.590 rpart=-1.590	2	constant impossible 18
-1.52608329777275	-1.52608329777275	3	fold 3 featureless=-1.526 rpart=-1.526	3	constant impossible 18
-1.46397420801032	-1.46397420801032	4	fold 4 featureless=-1.464 rpart=-1.464	4	constant impossible 18
-1.51629203716351	-1.51629203716351	5	fold 5 featureless=-1.516 rpart=-1.516	5	constant impossible 18
-1.55357966391668	-1.55357966391668	6	fold 6 featureless=-1.554 rpart=-1.554	6	constant impossible 18
-1.56558579353452	-1.53020938215635	1	fold 1 featureless=-1.566 rpart=-1.530	1	constant impossible 32
-1.66997797515066	-1.65972846598646	2	fold 2 featureless=-1.670 rpart=-1.660	2	constant impossible 32
-1.55677838348429	-1.52835423360538	3	fold 3 featureless=-1.557 rpart=-1.528	3	constant impossible 32
-1.50028916268349	-1.48461281916925	4	fold 4 featureless=-1.500 rpart=-1.485	4	constant impossible 32
-1.4760465635004	-1.44391800066467	5	fold 5 featureless=-1.476 rpart=-1.444	5	constant impossible 32
-1.56075419358722	-1.51575042768016	6	fold 6 featureless=-1.561 rpart=-1.516	6	constant impossible 32
-1.56641590849912	-1.47483063310554	1	fold 1 featureless=-1.566 rpart=-1.475	1	constant impossible 56
-1.66911198044462	-1.57730945389931	2	fold 2 featureless=-1.669 rpart=-1.577	2	constant impossible 56
-1.55208718047019	-1.47867197176006	3	fold 3 featureless=-1.552 rpart=-1.479	3	constant impossible 56
-1.52648143968974	-1.46354572608046	4	fold 4 featureless=-1.526 rpart=-1.464	4	constant impossible 56
-1.53023945020626	-1.42164440541079	5	fold 5 featureless=-1.530 rpart=-1.422	5	constant impossible 56
-1.55980472281459	-1.51653582369449	6	fold 6 featureless=-1.560 rpart=-1.517	6	constant impossible 56
-1.56514649789334	-1.47245576675836	1	fold 1 featureless=-1.565 rpart=-1.472	1	constant impossible 100
-1.67479937322606	-1.53771465143539	2	fold 2 featureless=-1.675 rpart=-1.538	2	constant impossible 100
-1.55862441607989	-1.4934393461627	3	fold 3 featureless=-1.559 rpart=-1.493	3	constant impossible 100
-1.52873509663494	-1.4654610438124	4	fold 4 featureless=-1.529 rpart=-1.465	4	constant impossible 100
-1.53337940401272	-1.45299189395028	5	fold 5 featureless=-1.533 rpart=-1.453	5	constant impossible 100
-1.55933602668907	-1.45647387698024	6	fold 6 featureless=-1.559 rpart=-1.456	6	constant impossible 100
-1.56607872365318	-1.5177190043526	1	fold 1 featureless=-1.566 rpart=-1.518	1	constant impossible 178
-1.67441778611952	-1.55776741773804	2	fold 2 featureless=-1.674 rpart=-1.558	2	constant impossible 178
-1.55824353811079	-1.44309631399099	3	fold 3 featureless=-1.558 rpart=-1.443	3	constant impossible 178
-1.52667496762449	-1.50080057421917	4	fold 4 featureless=-1.527 rpart=-1.501	4	constant impossible 178
-1.52927562787155	-1.50119894028887	5	fold 5 featureless=-1.529 rpart=-1.501	5	constant impossible 178
-1.56049799463319	-1.49876770527569	6	fold 6 featureless=-1.560 rpart=-1.499	6	constant impossible 178
-1.5649697260209	-1.54427781432857	1	fold 1 featureless=-1.565 rpart=-1.544	1	constant impossible 316
-1.67470230584738	-1.59134524266661	2	fold 2 featureless=-1.675 rpart=-1.591	2	constant impossible 316
-1.55820717219379	-1.48165183055231	3	fold 3 featureless=-1.558 rpart=-1.482	3	constant impossible 316
-1.52759734067947	-1.45570464293169	4	fold 4 featureless=-1.528 rpart=-1.456	4	constant impossible 316
-1.52935058760114	-1.52935058760114	5	fold 5 featureless=-1.529 rpart=-1.529	5	constant impossible 316
-1.55970570227152	-1.51354887282686	6	fold 6 featureless=-1.560 rpart=-1.514	6	constant impossible 316
-1.5646401701407	-1.5595489405156	1	fold 1 featureless=-1.565 rpart=-1.560	1	constant impossible 562
-1.67479147926934	-1.63780612109609	2	fold 2 featureless=-1.675 rpart=-1.638	2	constant impossible 562
-1.55899362863923	-1.53271420959178	3	fold 3 featureless=-1.559 rpart=-1.533	3	constant impossible 562
-1.52874082993389	-1.51834956474389	4	fold 4 featureless=-1.529 rpart=-1.518	4	constant impossible 562
-1.54297183388265	-1.52629116416513	5	fold 5 featureless=-1.543 rpart=-1.526	5	constant impossible 562
-1.55767200816897	-1.53661881527518	6	fold 6 featureless=-1.558 rpart=-1.537	6	constant impossible 562
-1.56509525427844	-1.56509525427844	1	fold 1 featureless=-1.565 rpart=-1.565	1	constant impossible 1000
-1.67465896745924	-1.67465896745924	2	fold 2 featureless=-1.675 rpart=-1.675	2	constant impossible 1000
-1.55895127254444	-1.55895127254444	3	fold 3 featureless=-1.559 rpart=-1.559	3	constant impossible 1000
-1.52869362838432	-1.52869362838432	4	fold 4 featureless=-1.529 rpart=-1.529	4	constant impossible 1000
-1.5461587151828	-1.5461587151828	5	fold 5 featureless=-1.546 rpart=-1.546	5	constant impossible 1000
-1.55803641098029	-1.55803641098029	6	fold 6 featureless=-1.558 rpart=-1.558	6	constant impossible 1000
-1.48014757986151	-1.48014757986151	1	fold 1 featureless=-1.480 rpart=-1.480	1	sin easy 10
-1.46727219018635	-1.46727219018635	2	fold 2 featureless=-1.467 rpart=-1.467	2	sin easy 10
-1.45505329116047	-1.45505329116047	3	fold 3 featureless=-1.455 rpart=-1.455	3	sin easy 10
-1.40229900944326	-1.40229900944326	4	fold 4 featureless=-1.402 rpart=-1.402	4	sin easy 10
-1.41999844576097	-1.41999844576097	5	fold 5 featureless=-1.420 rpart=-1.420	5	sin easy 10
-1.41785202220618	-1.41785202220618	6	fold 6 featureless=-1.418 rpart=-1.418	6	sin easy 10
-1.47728531312482	-1.47728531312482	1	fold 1 featureless=-1.477 rpart=-1.477	1	sin easy 18
-1.47543812446385	-1.47543812446385	2	fold 2 featureless=-1.475 rpart=-1.475	2	sin easy 18
-1.44887568693082	-1.44887568693082	3	fold 3 featureless=-1.449 rpart=-1.449	3	sin easy 18
-1.40653063222211	-1.40653063222211	4	fold 4 featureless=-1.407 rpart=-1.407	4	sin easy 18
-1.41784447652256	-1.41784447652256	5	fold 5 featureless=-1.418 rpart=-1.418	5	sin easy 18
-1.41588884350334	-1.41588884350334	6	fold 6 featureless=-1.416 rpart=-1.416	6	sin easy 18
-1.47993324890904	-1.50507772362145	1	fold 1 featureless=-1.480 rpart=-1.505	1	sin easy 32
-1.47526190935152	-1.46560867214622	2	fold 2 featureless=-1.475 rpart=-1.466	2	sin easy 32
-1.45512838129056	-1.46920311216876	3	fold 3 featureless=-1.455 rpart=-1.469	3	sin easy 32
-1.41220760899948	-1.38413319931913	4	fold 4 featureless=-1.412 rpart=-1.384	4	sin easy 32
-1.42491300718118	-1.44849276629219	5	fold 5 featureless=-1.425 rpart=-1.448	5	sin easy 32
-1.41194299057559	-1.44487987414357	6	fold 6 featureless=-1.412 rpart=-1.445	6	sin easy 32
-1.48016881722218	-1.51524453046571	1	fold 1 featureless=-1.480 rpart=-1.515	1	sin easy 56
-1.47516248237686	-1.65071198344597	2	fold 2 featureless=-1.475 rpart=-1.651	2	sin easy 56
-1.45086309315197	-1.58739384797788	3	fold 3 featureless=-1.451 rpart=-1.587	3	sin easy 56
-1.40580555774614	-1.60477205636141	4	fold 4 featureless=-1.406 rpart=-1.605	4	sin easy 56
-1.42008432191627	-1.66178906704296	5	fold 5 featureless=-1.420 rpart=-1.662	5	sin easy 56
-1.42748549920449	-1.64048077396134	6	fold 6 featureless=-1.427 rpart=-1.640	6	sin easy 56
-1.48009453587868	-1.81996066603195	1	fold 1 featureless=-1.480 rpart=-1.820	1	sin easy 100
-1.47429705970243	-1.77071636849492	2	fold 2 featureless=-1.474 rpart=-1.771	2	sin easy 100
-1.45241332733433	-1.72473861168306	3	fold 3 featureless=-1.452 rpart=-1.725	3	sin easy 100
-1.40959956675498	-1.75026230710574	4	fold 4 featureless=-1.410 rpart=-1.750	4	sin easy 100
-1.42424394526139	-1.80840167177969	5	fold 5 featureless=-1.424 rpart=-1.808	5	sin easy 100
-1.42741171681347	-1.77995215744448	6	fold 6 featureless=-1.427 rpart=-1.780	6	sin easy 100
-1.48015313034965	-1.81098449096798	1	fold 1 featureless=-1.480 rpart=-1.811	1	sin easy 178
-1.47545380552198	-1.83663082359157	2	fold 2 featureless=-1.475 rpart=-1.837	2	sin easy 178
-1.45533949548067	-1.86199133289736	3	fold 3 featureless=-1.455 rpart=-1.862	3	sin easy 178
-1.41220493972953	-1.88307737066536	4	fold 4 featureless=-1.412 rpart=-1.883	4	sin easy 178
-1.42527002210694	-1.82171564613611	5	fold 5 featureless=-1.425 rpart=-1.822	5	sin easy 178
-1.42709861639702	-1.82067129588387	6	fold 6 featureless=-1.427 rpart=-1.821	6	sin easy 178
-1.47888303678238	-1.89326310802195	1	fold 1 featureless=-1.479 rpart=-1.893	1	sin easy 316
-1.47488363186747	-1.86943331202651	2	fold 2 featureless=-1.475 rpart=-1.869	2	sin easy 316
-1.45447517100306	-1.95445372366816	3	fold 3 featureless=-1.454 rpart=-1.954	3	sin easy 316
-1.41164728310445	-1.92599420480589	4	fold 4 featureless=-1.412 rpart=-1.926	4	sin easy 316
-1.42495720546161	-1.88286307260347	5	fold 5 featureless=-1.425 rpart=-1.883	5	sin easy 316
-1.42748196299315	-1.84890945453213	6	fold 6 featureless=-1.427 rpart=-1.849	6	sin easy 316
-1.4785230741866	-1.87213318560602	1	fold 1 featureless=-1.479 rpart=-1.872	1	sin easy 562
-1.47447153127287	-1.90065703198145	2	fold 2 featureless=-1.474 rpart=-1.901	2	sin easy 562
-1.45508429585729	-1.95003837838947	3	fold 3 featureless=-1.455 rpart=-1.950	3	sin easy 562
-1.41205591759982	-1.91886444164138	4	fold 4 featureless=-1.412 rpart=-1.919	4	sin easy 562
-1.42527013929868	-1.89055544540567	5	fold 5 featureless=-1.425 rpart=-1.891	5	sin easy 562
-1.4270787625905	-1.83248661694295	6	fold 6 featureless=-1.427 rpart=-1.832	6	sin easy 562
-1.47789005896408	-1.88891805113974	1	fold 1 featureless=-1.478 rpart=-1.889	1	sin easy 1000
-1.47421364090755	-1.95213828646254	2	fold 2 featureless=-1.474 rpart=-1.952	2	sin easy 1000
-1.45512541258256	-1.9120974651553	3	fold 3 featureless=-1.455 rpart=-1.912	3	sin easy 1000
-1.41132049687617	-1.94692726865416	4	fold 4 featureless=-1.411 rpart=-1.947	4	sin easy 1000
-1.42521595634279	-1.93086193336242	5	fold 5 featureless=-1.425 rpart=-1.931	5	sin easy 1000
-1.42688716141538	-1.86690793925453	6	fold 6 featureless=-1.427 rpart=-1.867	6	sin easy 1000
-1.52600626621449	-1.52600626621449	1	fold 1 featureless=-1.526 rpart=-1.526	1	sin hard 10
-1.50734358186078	-1.50734358186078	2	fold 2 featureless=-1.507 rpart=-1.507	2	sin hard 10
-1.52154806050629	-1.52154806050629	3	fold 3 featureless=-1.522 rpart=-1.522	3	sin hard 10
-1.38906953949284	-1.38906953949284	4	fold 4 featureless=-1.389 rpart=-1.389	4	sin hard 10
-1.43150854612717	-1.43150854612717	5	fold 5 featureless=-1.432 rpart=-1.432	5	sin hard 10
-1.50739932607334	-1.50739932607334	6	fold 6 featureless=-1.507 rpart=-1.507	6	sin hard 10
-1.51349576207074	-1.51349576207074	1	fold 1 featureless=-1.513 rpart=-1.513	1	sin hard 18
-1.48444317199744	-1.48444317199744	2	fold 2 featureless=-1.484 rpart=-1.484	2	sin hard 18
-1.53188205348082	-1.53188205348082	3	fold 3 featureless=-1.532 rpart=-1.532	3	sin hard 18
-1.46424582795482	-1.46424582795482	4	fold 4 featureless=-1.464 rpart=-1.464	4	sin hard 18
-1.53410962804707	-1.53410962804707	5	fold 5 featureless=-1.534 rpart=-1.534	5	sin hard 18
-1.53312796437641	-1.53312796437641	6	fold 6 featureless=-1.533 rpart=-1.533	6	sin hard 18
-1.52663439000177	-1.4879585528093	1	fold 1 featureless=-1.527 rpart=-1.488	1	sin hard 32
-1.50581319306165	-1.44767941179407	2	fold 2 featureless=-1.506 rpart=-1.448	2	sin hard 32
-1.5105274432259	-1.44771001063096	3	fold 3 featureless=-1.511 rpart=-1.448	3	sin hard 32
-1.44778427385873	-1.44976182261742	4	fold 4 featureless=-1.448 rpart=-1.450	4	sin hard 32
-1.51441773986138	-1.42623987421952	5	fold 5 featureless=-1.514 rpart=-1.426	5	sin hard 32
-1.54320715076695	-1.500312420388	6	fold 6 featureless=-1.543 rpart=-1.500	6	sin hard 32
-1.52743458932861	-1.53224960803872	1	fold 1 featureless=-1.527 rpart=-1.532	1	sin hard 56
-1.50034565733136	-1.47189334173557	2	fold 2 featureless=-1.500 rpart=-1.472	2	sin hard 56
-1.52365441861458	-1.47086517341202	3	fold 3 featureless=-1.524 rpart=-1.471	3	sin hard 56
-1.4671704123182	-1.53323030824908	4	fold 4 featureless=-1.467 rpart=-1.533	4	sin hard 56
-1.54088762171142	-1.55959076120685	5	fold 5 featureless=-1.541 rpart=-1.560	5	sin hard 56
-1.57634324456383	-1.52922493214154	6	fold 6 featureless=-1.576 rpart=-1.529	6	sin hard 56
-1.5266061497577	-1.55489282794497	1	fold 1 featureless=-1.527 rpart=-1.555	1	sin hard 100
-1.50715451606479	-1.4909298212051	2	fold 2 featureless=-1.507 rpart=-1.491	2	sin hard 100
-1.51979765110859	-1.57808821200695	3	fold 3 featureless=-1.520 rpart=-1.578	3	sin hard 100
-1.46153968659955	-1.5581464482789	4	fold 4 featureless=-1.462 rpart=-1.558	4	sin hard 100
-1.53611957036111	-1.58444503297977	5	fold 5 featureless=-1.536 rpart=-1.584	5	sin hard 100
-1.57600693904058	-1.5453486797005	6	fold 6 featureless=-1.576 rpart=-1.545	6	sin hard 100
-1.52722115982572	-1.57684755624303	1	fold 1 featureless=-1.527 rpart=-1.577	1	sin hard 178
-1.50752359923724	-1.48032099777416	2	fold 2 featureless=-1.508 rpart=-1.480	2	sin hard 178
-1.52176030902475	-1.57625772415456	3	fold 3 featureless=-1.522 rpart=-1.576	3	sin hard 178
-1.46823285972168	-1.59160849258645	4	fold 4 featureless=-1.468 rpart=-1.592	4	sin hard 178
-1.54537420329123	-1.59928678073335	5	fold 5 featureless=-1.545 rpart=-1.599	5	sin hard 178
-1.57138148688536	-1.62282620201777	6	fold 6 featureless=-1.571 rpart=-1.623	6	sin hard 178
-1.52598748225326	-1.58041587003298	1	fold 1 featureless=-1.526 rpart=-1.580	1	sin hard 316
-1.50372462188224	-1.53430414335836	2	fold 2 featureless=-1.504 rpart=-1.534	2	sin hard 316
-1.53077634218381	-1.59174423296616	3	fold 3 featureless=-1.531 rpart=-1.592	3	sin hard 316
-1.47003472591193	-1.59484477102523	4	fold 4 featureless=-1.470 rpart=-1.595	4	sin hard 316
-1.54536652167413	-1.59219210079388	5	fold 5 featureless=-1.545 rpart=-1.592	5	sin hard 316
-1.57046880425031	-1.63332124937853	6	fold 6 featureless=-1.570 rpart=-1.633	6	sin hard 316
-1.52573214758792	-1.59446897720749	1	fold 1 featureless=-1.526 rpart=-1.594	1	sin hard 562
-1.50479446053322	-1.53716587771788	2	fold 2 featureless=-1.505 rpart=-1.537	2	sin hard 562
-1.52973551139198	-1.58739859358753	3	fold 3 featureless=-1.530 rpart=-1.587	3	sin hard 562
-1.47043203438291	-1.59171923029211	4	fold 4 featureless=-1.470 rpart=-1.592	4	sin hard 562
-1.54529363814145	-1.59872916773468	5	fold 5 featureless=-1.545 rpart=-1.599	5	sin hard 562
-1.57196259934821	-1.63374751298353	6	fold 6 featureless=-1.572 rpart=-1.634	6	sin hard 562
-1.52719964802639	-1.60555600517259	1	fold 1 featureless=-1.527 rpart=-1.606	1	sin hard 1000
-1.50601353678587	-1.56544376299331	2	fold 2 featureless=-1.506 rpart=-1.565	2	sin hard 1000
