y	yend	x	xend	key	showSelected1	PANEL
-1.48970094008009	-1.48970094008009	1	1	1	constant easy 10	1
-1.54618550381967	-1.54618550381967	1.25527250510331	1.25527250510331	1	constant easy 18	1
-1.56171141307888	-1.61287661692812	1.50514997831991	1.50514997831991	1	constant easy 32	1
-1.56851456685778	-1.62892769841641	1.7481880270062	1.7481880270062	1	constant easy 56	1
-1.53518384597657	-1.62965768633744	2	2	1	constant easy 100	1
-1.56298049677566	-1.63361662440883	2.25042000230889	2.25042000230889	1	constant easy 178	1
-1.58853025607479	-1.63408588069156	2.4996870826184	2.4996870826184	1	constant easy 316	1
-1.61877062339167	-1.63454064975966	2.74973631556906	2.74973631556906	1	constant easy 562	1
-1.63462965652579	-1.63462965652579	3	3	1	constant easy 1000	1
-1.61202863886301	-1.61202863886301	1	1	1	constant hard 10	2
-1.62759709640272	-1.62759709640272	1.25527250510331	1.25527250510331	1	constant hard 18	2
-1.58361587922766	-1.60821570492625	1.50514997831991	1.50514997831991	1	constant hard 32	2
-1.54436114900039	-1.63766700119743	1.7481880270062	1.7481880270062	1	constant hard 56	2
-1.55194794209509	-1.64308923529048	2	2	1	constant hard 100	2
-1.57187143991686	-1.64766054291384	2.25042000230889	2.25042000230889	1	constant hard 178	2
-1.61560787930128	-1.64818335503302	2.4996870826184	2.4996870826184	1	constant hard 316	2
-1.64635685735323	-1.64781388156561	2.74973631556906	2.74973631556906	1	constant hard 562	2
-1.64804352049792	-1.64804352049792	3	3	1	constant hard 1000	2
-1.50967382680703	-1.50967382680703	1	1	1	constant impossible 10	3
-1.52838408310298	-1.52838408310298	1.25527250510331	1.25527250510331	1	constant impossible 18	3
-1.52709555487705	-1.55490534532343	1.50514997831991	1.50514997831991	1	constant impossible 32	3
-1.48875633565844	-1.56735678035409	1.7481880270062	1.7481880270062	1	constant impossible 56	3
-1.47975609651656	-1.57000346908934	2	2	1	constant impossible 100	3
-1.50322499264423	-1.56919810633545	2.25042000230889	2.25042000230889	1	constant impossible 178	3
-1.5193131651512	-1.56908880576903	2.4996870826184	2.4996870826184	1	constant impossible 316	3
-1.55188813589795	-1.57130165833913	2.74973631556906	2.74973631556906	1	constant impossible 562	3
-1.57193237480492	-1.57193237480492	3	3	1	constant impossible 1000	3
-1.44043708976979	-1.44043708976979	1	1	1	sin easy 10	4
-1.44031051279458	-1.44031051279458	1.25527250510331	1.25527250510331	1	sin easy 18	4
-1.45289922461522	-1.44323119105123	1.50514997831991	1.50514997831991	1	sin easy 32	4
-1.61006537654254	-1.44326162860299	1.7481880270062	1.7481880270062	1	sin easy 56	4
-1.77567196375664	-1.44467669195755	2	2	1	sin easy 100	4
-1.83917849335704	-1.44592000159763	2.25042000230889	2.25042000230889	1	sin easy 178	4
-1.89581947927635	-1.44538804853535	2.4996870826184	2.4996870826184	1	sin easy 316	4
-1.89412251666116	-1.44541395346763	2.74973631556906	2.74973631556906	1	sin easy 562	4
-1.91630849067145	-1.44510878784809	3	3	1	sin easy 1000	4
-1.48047922004582	-1.48047922004582	1	1	1	sin hard 10	5
-1.51021740132122	-1.51021740132122	1.25527250510331	1.25527250510331	1	sin hard 18	5
-1.45994368207655	-1.50806403179606	1.50514997831991	1.50514997831991	1	sin hard 32	5
-1.51617568746396	-1.522639323978	1.7481880270062	1.7481880270062	1	sin hard 56	5
-1.5519751703527	-1.52120408548872	2	2	1	sin hard 100	5
-1.57452462558489	-1.52358226966433	2.25042000230889	2.25042000230889	1	sin hard 178	5
-1.58780372792586	-1.52439308302595	2.4996870826184	2.4996870826184	1	sin hard 316	5
-1.5905382265872	-1.52465839856428	2.74973631556906	2.74973631556906	1	sin hard 562	5
-1.60756772595537	-1.52514506704252	3	3	1	sin hard 1000	5
-1.55398897990468	-1.55398897990468	1	1	1	sin impossible 10	6
-1.55607611366723	-1.55607611366723	1.25527250510331	1.25527250510331	1	sin impossible 18	6
-1.46092081697389	-1.53948239743494	1.50514997831991	1.50514997831991	1	sin impossible 32	6
-1.472217822143	-1.54947660297271	1.7481880270062	1.7481880270062	1	sin impossible 56	6
-1.45903215743783	-1.55906575266136	2	2	1	sin impossible 100	6
-1.4743797555344	-1.56068743098498	2.25042000230889	2.25042000230889	1	sin impossible 178	6
-1.49897694896608	-1.56504916530744	2.4996870826184	2.4996870826184	1	sin impossible 316	6
-1.55847018372591	-1.56665591569282	2.74973631556906	2.74973631556906	1	sin impossible 562	6
-1.56294170672167	-1.5666125964265	3	3	1	sin impossible 1000	6
